SA;MZ
-0.2;-29.43220043971244
-0.19595959595959597;-30.68189369296031
-0.19191919191919193;-38.4566108345917
-0.1878787878787879;-35.929555585993555
-0.18383838383838386;-36.38510299312138
-0.17979797979797982;-32.759370850598515
-0.17575757575757578;-36.14982608334678
-0.1717171717171717;-39.00987013295384
-0.1676767676767677;-38.44012071986405
-0.16363636363636364;-43.174730208111725
-0.15959595959595962;-36.65109657721899
-0.15555555555555556;-34.93164778805479
-0.15151515151515152;-42.6151652647185
-0.14747474747474748;-45.72998377200025
-0.14343434343434344;-46.27146029336422
-0.1393939393939394;-50.536922334292164
-0.13535353535353536;-47.993669726352834
-0.13131313131313133;-51.67723202443944
-0.1272727272727273;-53.34596428893617
-0.12323232323232325;-55.7975482424894
-0.11919191919191921;-56.67050485228949
-0.11515151515151516;-55.49901182041355
-0.11111111111111112;-60.78295234493275
-0.10707070707070708;-58.09131688032383
-0.10303030303030304;-63.722787926819386
-0.098989898989899;-63.00588025607755
-0.09494949494949496;-65.77562852225655
-0.09090909090909093;-67.88886178984087
-0.08686868686868687;-65.91065813218894
-0.08282828282828283;-65.7749589223174
-0.0787878787878788;-69.20176473743125
-0.07474747474747476;-69.61986092551366
-0.07070707070707072;-64.89724112620516
-0.06666666666666668;-68.32603707061074
-0.06262626262626264;-64.56630660425809
-0.0585858585858586;-67.00594771375603
-0.054545454545454564;-58.231090779503475
-0.050505050505050525;-61.21253578879475
-0.046464646464646486;-52.92659204528927
-0.04242424242424245;-53.13815919508175
-0.03838383838383841;-50.59654482164614
-0.03434343434343434;-39.43479730655032
-0.030303030303030304;-33.0098221203467
-0.026262626262626265;-30.824877652804755
-0.022222222222222227;-25.28882832447268
-0.018181818181818188;-12.614207981861432
-0.01414141414141415;-6.934005883959189
-0.01010101010101011;-1.8324711447686362
-0.006060606060606072;12.341827104591326
-0.002020202020202033;20.270342755827333
0.0020202020202020055;28.567803793892544
0.006060606060606044;32.23526364805949
0.010101010101010083;43.60427621081721
0.014141414141414121;51.871784002109834
0.01818181818181816;55.601703525121046
0.0222222222222222;59.10186598213876
0.026262626262626265;67.10791790932879
0.030303030303030304;72.02506010891715
0.03434343434343434;74.16247959280477
0.03838383838383838;84.14972368532756
0.04242424242424242;91.05598318935887
0.04646464646464646;94.05347520704568
0.0505050505050505;100.2632633326881
0.05454545454545451;102.78286186060167
0.058585858585858575;104.2891534351262
0.06262626262626264;101.87506994658705
0.06666666666666665;108.34492442702071
0.07070707070707072;106.6436468184271
0.07474747474747473;105.30803135091129
0.0787878787878788;99.63338081481362
0.0828282828282828;103.04000856174181
0.08686868686868687;96.2778224997074
0.09090909090909088;99.36164209536973
0.09494949494949495;96.99375163979418
0.09898989898989896;94.38598469293677
0.10303030303030303;93.0812864170043
0.10707070707070704;87.97196525670303
0.1111111111111111;81.35748931536901
0.11515151515151512;82.93527319698232
0.11919191919191918;77.4818040302098
0.1232323232323232;76.24794814383912
0.12727272727272726;72.92825380065139
0.13131313131313133;68.13181207518284
0.13535353535353534;73.53491532602487
0.1393939393939394;66.60866101502329
0.14343434343434341;64.30718814042736
0.14747474747474748;66.13558305827763
0.1515151515151515;60.83967800923757
0.15555555555555556;58.74106669733051
0.15959595959595957;55.613685173374556
0.16363636363636364;56.19059226693175
0.16767676767676765;51.14947392382061
0.1717171717171717;49.72393280324646
0.17575757575757572;49.487076652427376
0.1797979797979798;44.91678926341063
0.1838383838383838;40.4319557600569
0.18787878787878787;40.0219716338574
0.19191919191919193;47.449659732152355
0.19595959595959594;42.447117139719545
0.2;38.17821461146922
