SA;MZ
-0.2;-89.93136821594221
-0.19595959595959597;-92.11299512975738
-0.19191919191919193;-95.19503015847721
-0.1878787878787879;-95.23260023869726
-0.18383838383838386;-103.10179412895344
-0.17979797979797982;-99.03668769249084
-0.17575757575757578;-108.23250147302689
-0.1717171717171717;-111.30211776080512
-0.1676767676767677;-109.6827348161346
-0.16363636363636364;-115.87865251403997
-0.15959595959595962;-115.58735217245369
-0.15555555555555556;-115.45216611143788
-0.15151515151515152;-120.17159959413138
-0.14747474747474748;-128.54756772708686
-0.14343434343434344;-125.02601119273541
-0.1393939393939394;-129.77318243702288
-0.13535353535353536;-137.6077045213746
-0.13131313131313133;-136.29397057353708
-0.1272727272727273;-143.6013210465976
-0.12323232323232325;-142.71509676873308
-0.11919191919191921;-144.85394191179023
-0.11515151515151516;-146.80386044228325
-0.11111111111111112;-142.29886786324283
-0.10707070707070708;-154.3772672719173
-0.10303030303030304;-152.30615780471467
-0.098989898989899;-154.38701766805386
-0.09494949494949496;-156.9564777112106
-0.09090909090909093;-159.92152513796145
-0.08686868686868687;-161.33045743397534
-0.08282828282828283;-159.020805123204
-0.0787878787878788;-157.8445540608602
-0.07474747474747476;-157.46710215637958
-0.07070707070707072;-152.43170843654707
-0.06666666666666668;-151.36228295169417
-0.06262626262626264;-155.67192226052714
-0.0585858585858586;-144.06858562819426
-0.054545454545454564;-140.282143587125
-0.050505050505050525;-135.3839070394134
-0.046464646464646486;-130.57667452820857
-0.04242424242424245;-114.26046742256287
-0.03838383838383841;-110.31139014239356
-0.03434343434343434;-102.43756360386158
-0.030303030303030304;-95.32513485404327
-0.026262626262626265;-80.23418357529962
-0.022222222222222227;-76.17214692477756
-0.018181818181818188;-59.9079212322948
-0.01414141414141415;-46.98728534662216
-0.01010101010101011;-36.33059656519715
-0.006060606060606072;-25.068178268168154
-0.002020202020202033;-11.411290086361372
0.0020202020202020055;-0.2545604553300866
0.006060606060606044;8.924119882281673
0.010101010101010083;27.80876227903635
0.014141414141414121;35.37344517940767
0.01818181818181816;48.78364420264106
0.0222222222222222;61.24851617442647
0.026262626262626265;69.74242758003821
0.030303030303030304;76.47373072823156
0.03434343434343434;88.19620881116495
0.03838383838383838;95.95697995349218
0.04242424242424242;102.51916220682759
0.04646464646464646;112.57534015500937
0.0505050505050505;119.10601126376989
0.05454545454545451;123.74408693293023
0.058585858585858575;126.94820740010387
0.06262626262626264;129.33301136991167
0.06666666666666665;136.32188229529206
0.07070707070707072;132.98560050907005
0.07474747474747473;136.18986279274995
0.0787878787878788;139.5752796654608
0.0828282828282828;135.84714229783944
0.08686868686868687;138.64035343659546
0.09090909090909088;131.5522621381612
0.09494949494949495;132.6315386191994
0.09898989898989896;130.72109798604927
0.10303030303030303;127.02527306369693
0.10707070707070704;122.98806613026555
0.1111111111111111;120.36554517482607
0.11515151515151512;122.13917613784386
0.11919191919191918;119.02703203888555
0.1232323232323232;120.27262028073464
0.12727272727272726;117.30010333896166
0.13131313131313133;108.04309884119716
0.13535353535353534;105.20688946105318
0.1393939393939394;104.5801397927242
0.14343434343434341;102.60998425094283
0.14747474747474748;102.99704315189122
0.1515151515151515;94.96054847006684
0.15555555555555556;92.71103821584597
0.15959595959595957;89.71710376511207
0.16363636363636364;89.26577367721593
0.16767676767676765;90.09039353076702
0.1717171717171717;84.36528738180314
0.17575757575757572;85.84407496819618
0.1797979797979798;78.08197764107582
0.1838383838383838;77.01777692388953
0.18787878787878787;73.20337872944002
0.19191919191919193;76.31817159454566
0.19595959595959594;73.56521727336771
0.2;68.98639808485358
