SA;FY
-0.5;1716.0266452578683
-0.4898989898989899;1737.3497530569632
-0.4797979797979798;1731.855125572803
-0.4696969696969697;1746.6027022120443
-0.4595959595959596;1778.07632560854
-0.4494949494949495;1754.1540109878545
-0.4393939393939394;1759.307774609181
-0.4292929292929293;1774.2005657196669
-0.41919191919191917;1766.8541527518892
-0.40909090909090906;1752.2914640638
-0.398989898989899;1794.0026549223112
-0.3888888888888889;1830.6973533245618
-0.3787878787878788;1814.805476899899
-0.3686868686868687;1805.7349977525512
-0.35858585858585856;1794.8312865423409
-0.3484848484848485;1788.145006942686
-0.33838383838383834;1865.6218766350817
-0.3282828282828283;1829.1934721965745
-0.3181818181818182;1853.2096377387313
-0.30808080808080807;1907.3158239593413
-0.29797979797979796;1913.5593910853493
-0.28787878787878785;1892.8840384585412
-0.2777777777777778;1914.129664468316
-0.2676767676767676;1910.2742325227675
-0.25757575757575757;1962.3519903602632
-0.24747474747474746;1961.9039814113896
-0.23737373737373735;1916.7125964484676
-0.22727272727272724;1946.363428720722
-0.21717171717171713;1995.8481634214713
-0.20707070707070707;1998.1519908405398
-0.19696969696969696;2025.5781537627172
-0.18686868686868685;2012.97061228579
-0.17676767676767674;2089.3117362370112
-0.16666666666666663;2106.2742813909117
-0.15656565656565652;2137.4393046133
-0.1464646464646464;2116.8669889197727
-0.13636363636363635;2163.3359105743434
-0.12626262626262624;2191.5584283882567
-0.11616161616161613;2225.028602503606
-0.10606060606060602;2228.5955420995256
-0.09595959595959591;2240.404579558746
-0.0858585858585858;2193.306195709002
-0.07575757575757575;2193.864789794318
-0.06565656565656564;2158.2079878215154
-0.055555555555555525;2026.8737620995435
-0.045454545454545414;1852.8068040787534
-0.035353535353535304;1623.8425108120514
-0.025252525252525193;1322.912808804291
-0.015151515151515138;1021.3811882938784
-0.0050505050505050275;647.9435038785933
0.005050505050505083;273.59875068054555
0.015151515151515249;-115.01660214379034
0.025252525252525304;-577.0594181444696
0.03535353535353536;-918.4611579754711
0.045454545454545525;-1206.2700295583568
0.05555555555555558;-1546.5109132026173
0.06565656565656575;-1698.6080367684767
0.0757575757575758;-1921.8384655504021
0.08585858585858586;-2040.508851475751
0.09595959595959602;-2160.093877282111
0.10606060606060608;-2260.0979764328354
0.11616161616161624;-2299.6250351997132
0.1262626262626263;-2359.4932451438513
0.13636363636363646;-2357.732848572298
0.14646464646464652;-2382.645138356008
0.15656565656565657;-2406.7281256409947
0.16666666666666674;-2447.2646336816324
0.1767676767676768;-2417.7588184877245
0.18686868686868696;-2394.72977358854
0.19696969696969702;-2415.4140602993048
0.20707070707070718;-2411.0989263044894
0.21717171717171724;-2420.2608721552947
0.2272727272727273;-2399.514268756097
0.23737373737373746;-2386.7816325587573
0.24747474747474751;-2328.7341381258907
0.2575757575757577;-2382.990800424652
0.26767676767676774;-2372.3610059209404
0.2777777777777778;-2295.0285147556865
0.28787878787878796;-2328.0177532892053
0.297979797979798;-2319.5010943118155
0.3080808080808082;-2281.9056986572136
0.31818181818181823;-2273.2805355102423
0.3282828282828284;-2331.6033578735482
0.33838383838383845;-2306.197945749054
0.3484848484848485;-2280.9336138219833
0.3585858585858587;-2247.345034745099
0.36868686868686873;-2269.960733903727
0.3787878787878789;-2261.6590616496237
0.38888888888888895;-2271.7117695618504
0.3989898989898991;-2237.216745936926
0.40909090909090917;-2236.6131134515936
0.4191919191919192;-2196.290454717644
0.4292929292929294;-2215.5148193890795
0.43939393939393945;-2222.392278054924
0.4494949494949496;-2178.8453844974133
0.45959595959595967;-2164.6830795678543
0.4696969696969697;-2164.684033030279
0.4797979797979799;-2130.9457468384685
0.48989898989898994;-2155.924404701085
0.5;-2186.4867432555575
