SA;FY
-0.5;3857.627757364316
-0.4898989898989899;3865.034626396569
-0.4797979797979798;3900.3807893390476
-0.4696969696969697;3849.902092051097
-0.4595959595959596;3890.6786331707235
-0.4494949494949495;3930.391714231568
-0.4393939393939394;3919.3573984979666
-0.4292929292929293;3939.1619679264754
-0.41919191919191917;3973.9222389248775
-0.40909090909090906;4007.322813442724
-0.398989898989899;3977.0723137380514
-0.3888888888888889;3991.0777621094003
-0.3787878787878788;4051.374703524295
-0.3686868686868687;4083.5811575616526
-0.35858585858585856;4120.37427823132
-0.3484848484848485;4051.4062651488316
-0.33838383838383834;4110.583206829513
-0.3282828282828283;4116.507672506205
-0.3181818181818182;4133.823908512802
-0.30808080808080807;4173.6398701397275
-0.29797979797979796;4140.877030413608
-0.28787878787878785;4162.341174919204
-0.2777777777777778;4205.972652903762
-0.2676767676767676;4201.481218046761
-0.25757575757575757;4205.30462007175
-0.24747474747474746;4237.649434380287
-0.23737373737373735;4271.318855884662
-0.22727272727272724;4284.373793172666
-0.21717171717171713;4289.805780855481
-0.20707070707070707;4215.089667436352
-0.19696969696969696;4233.122825206619
-0.18686868686868685;4266.614322107359
-0.17676767676767674;4286.83843342367
-0.16666666666666663;4190.295604703075
-0.15656565656565652;4243.849374637395
-0.1464646464646464;4140.840405549663
-0.13636363636363635;4095.7908187653106
-0.12626262626262624;4007.0771375061204
-0.11616161616161613;3884.5619995553784
-0.10606060606060602;3734.7299167003107
-0.09595959595959591;3557.532221365573
-0.0858585858585858;3338.6961314979076
-0.07575757575757575;3138.352956917712
-0.06565656565656564;2795.3973985539155
-0.055555555555555525;2415.373265967178
-0.045454545454545414;1946.0672442686825
-0.035353535353535304;1389.809950383196
-0.025252525252525193;753.5689463587589
-0.015151515151515138;187.31383349983406
-0.0050505050505050275;-494.71594215187906
0.005050505050505083;-1102.7541379820286
0.015151515151515249;-1782.2077650634058
0.025252525252525304;-2391.17091642807
0.03535353535353536;-2976.978139611701
0.045454545454545525;-3481.4007167810164
0.05555555555555558;-3861.3418075473296
0.06565656565656575;-4204.229293580492
0.0757575757575758;-4439.324622754266
0.08585858585858586;-4545.159303137608
0.09595959595959602;-4665.569772003725
0.10606060606060608;-4743.950452878128
0.11616161616161624;-4729.445417133447
0.1262626262626263;-4723.274456420272
0.13636363636363646;-4673.434363110807
0.14646464646464652;-4619.736824336381
0.15656565656565657;-4567.23905101992
0.16666666666666674;-4564.654023830693
0.1767676767676768;-4515.609350184905
0.18686868686868696;-4462.147386280212
0.19696969696969702;-4440.8771243615165
0.20707070707070718;-4365.356817180402
0.21717171717171724;-4352.375903006769
0.2272727272727273;-4257.315515398015
0.23737373737373746;-4264.025656541535
0.24747474747474751;-4212.4516363934445
0.2575757575757577;-4150.405507553869
0.26767676767676774;-4154.426537994051
0.2777777777777778;-4090.1904763752777
0.28787878787878796;-4104.96787906569
0.297979797979798;-4053.148495019103
0.3080808080808082;-4042.511012622989
0.31818181818181823;-4054.5284422922336
0.3282828282828284;-4024.59797361913
0.33838383838383845;-3944.1712070043927
0.3484848484848485;-3962.898084285883
0.3585858585858587;-3931.1607299591333
0.36868686868686873;-3959.488853201185
0.3787878787878789;-3910.856958814094
0.38888888888888895;-3888.6259599763184
0.3989898989898991;-3897.199631291679
0.40909090909090917;-3857.483079255276
0.4191919191919192;-3838.347997183042
0.4292929292929294;-3831.2051948160197
0.43939393939393945;-3868.5330338475014
0.4494949494949496;-3812.5381018804405
0.45959595959595967;-3850.0687541794136
0.4696969696969697;-3802.1089516265224
0.4797979797979799;-3810.5918866184466
0.48989898989898994;-3730.360074650619
0.5;-3816.0468730873467
