SA;FY
-0.5;5939.3116655675685
-0.4898989898989899;5949.9135444309
-0.4797979797979798;5983.069339020103
-0.4696969696969697;5990.479878180564
-0.4595959595959596;6017.276946436628
-0.4494949494949495;6056.269286890048
-0.4393939393939394;5998.741065161876
-0.4292929292929293;6031.625305396509
-0.41919191919191917;6082.672569035437
-0.40909090909090906;6060.798404967423
-0.398989898989899;6107.526577749922
-0.3888888888888889;6149.642884977239
-0.3787878787878788;6137.441820825456
-0.3686868686868687;6171.644211435186
-0.35858585858585856;6231.213717666594
-0.3484848484848485;6198.642517070792
-0.33838383838383834;6269.386595325369
-0.3282828282828283;6336.827401216403
-0.3181818181818182;6363.039987378198
-0.30808080808080807;6410.491816631828
-0.29797979797979796;6459.256516834801
-0.28787878787878785;6424.373996081241
-0.2777777777777778;6524.0504511193685
-0.2676767676767676;6543.312878272302
-0.25757575757575757;6656.975329031052
-0.24747474747474746;6634.618390199999
-0.23737373737373735;6689.384743357274
-0.22727272727272724;6787.975614236162
-0.21717171717171713;6828.894226243098
-0.20707070707070707;6906.031158885684
-0.19696969696969696;6944.89910594564
-0.18686868686868685;7059.374544349574
-0.17676767676767674;7059.309139906052
-0.16666666666666663;7139.728477019281
-0.15656565656565652;7242.19479024718
-0.1464646464646464;7285.933029673723
-0.13636363636363635;7283.786384460609
-0.12626262626262624;7317.559749989286
-0.11616161616161613;7262.43750511024
-0.10606060606060602;7159.89717307996
-0.09595959595959591;7039.195275172454
-0.0858585858585858;6784.607281682365
-0.07575757575757575;6468.937419406031
-0.06565656565656564;6037.304474669
-0.055555555555555525;5552.378475850687
-0.045454545454545414;4902.8588026156285
-0.035353535353535304;4225.032237837831
-0.025252525252525193;3515.075069962912
-0.015151515151515138;2761.402712776546
-0.0050505050505050275;1997.0467452087034
0.005050505050505083;1262.358818180871
0.015151515151515249;518.9311230352647
0.025252525252525304;-171.06153550342734
0.03535353535353536;-899.8575240152516
0.045454545454545525;-1578.5447249533397
0.05555555555555558;-2131.796333279768
0.06565656565656575;-2714.92589402736
0.0757575757575758;-3128.347495906095
0.08585858585858586;-3611.9347459526343
0.09595959595959602;-3902.906905645017
0.10606060606060608;-4200.6610976100055
0.11616161616161624;-4545.400927141433
0.1262626262626263;-4680.086727580496
0.13636363636363646;-4868.873904768304
0.14646464646464652;-5035.866111505578
0.15656565656565657;-5200.61910682496
0.16666666666666674;-5263.291474137001
0.1767676767676768;-5328.0417967370895
0.18686868686868696;-5443.242276578545
0.19696969696969702;-5506.196072191189
0.20707070707070718;-5547.8236984365285
0.21717171717171724;-5599.569390200633
0.2272727272727273;-5672.350324486804
0.23737373737373746;-5676.092995615799
0.24747474747474751;-5658.946593368693
0.2575757575757577;-5726.0292666821715
0.26767676767676774;-5686.98910094531
0.2777777777777778;-5694.44541346639
0.28787878787878796;-5778.827813451071
0.297979797979798;-5770.414574086108
0.3080808080808082;-5733.800193242279
0.31818181818181823;-5734.970922981083
0.3282828282828284;-5733.129974136203
0.33838383838383845;-5755.543608791906
0.3484848484848485;-5729.582169631179
0.3585858585858587;-5721.524088981508
0.36868686868686873;-5708.6374850797165
0.3787878787878789;-5744.611341639509
0.38888888888888895;-5740.3024398883745
0.3989898989898991;-5703.9197264605355
0.40909090909090917;-5705.946802052114
0.4191919191919192;-5668.336576511511
0.4292929292929294;-5651.022880759301
0.43939393939393945;-5650.2325412359305
0.4494949494949496;-5658.510831307089
0.45959595959595967;-5689.703205368046
0.4696969696969697;-5651.298738147707
0.4797979797979799;-5581.228647329819
0.48989898989898994;-5610.97738785841
0.5;-5569.799942502123
