SA;FY
-0.5;924.0285646775361
-0.4898989898989899;970.3981975801183
-0.4797979797979798;986.7889103402516
-0.4696969696969697;971.4714259151451
-0.4595959595959596;943.8396651319357
-0.4494949494949495;966.8438868994551
-0.4393939393939394;994.8084657109966
-0.4292929292929293;977.381739325727
-0.41919191919191917;985.3762742618036
-0.40909090909090906;1004.2969893769448
-0.398989898989899;995.1110769414952
-0.3888888888888889;1000.0881198028865
-0.3787878787878788;966.0871108880181
-0.3686868686868687;977.3026177787439
-0.35858585858585856;1020.9989943688084
-0.3484848484848485;983.2427540506908
-0.33838383838383834;985.5256276091957
-0.3282828282828283;1007.2787914711971
-0.3181818181818182;985.8696088060963
-0.30808080808080807;1002.1029987785986
-0.29797979797979796;986.5336175542468
-0.28787878787878785;995.4788950206895
-0.2777777777777778;1007.0054557406868
-0.2676767676767676;991.5006708414162
-0.25757575757575757;967.6271208902763
-0.24747474747474746;939.5842298971185
-0.23737373737373735;946.7763650141235
-0.22727272727272724;933.6830366823141
-0.21717171717171713;959.8159320821173
-0.20707070707070707;882.5762042013955
-0.19696969696969696;906.0188847817041
-0.18686868686868685;939.1019023270348
-0.17676767676767674;888.1575551753608
-0.16666666666666663;832.9051633361601
-0.15656565656565652;777.3471691338586
-0.1464646464646464;789.4338203788355
-0.13636363636363635;724.3055822416982
-0.12626262626262624;720.3281588205249
-0.11616161616161613;672.7492868086855
-0.10606060606060602;614.9900878324099
-0.09595959595959591;579.4753067697835
-0.0858585858585858;512.363168578879
-0.07575757575757575;483.6058449820533
-0.06565656565656564;427.5069486945746
-0.055555555555555525;342.61721018341314
-0.045454545454545414;304.41508098527027
-0.035353535353535304;221.2366211437853
-0.025252525252525193;171.7938649339081
-0.015151515151515138;112.55147137756157
-0.0050505050505050275;18.56587186517136
0.005050505050505083;-58.79591513200332
0.015151515151515249;-117.31179053473461
0.025252525252525304;-150.05027573485188
0.03535353535353536;-247.3484728576598
0.045454545454545525;-278.7329838340409
0.05555555555555558;-371.96557480296275
0.06565656565656575;-405.4988446339987
0.0757575757575758;-451.50993079944175
0.08585858585858586;-529.0844049638572
0.09595959595959602;-581.197071141751
0.10606060606060608;-619.3743408428237
0.11616161616161624;-655.0157977581304
0.1262626262626263;-671.5470162125343
0.13636363636363646;-739.2927133175914
0.14646464646464652;-771.0328104416052
0.15656565656565657;-803.2109925453044
0.16666666666666674;-861.3229826084254
0.1767676767676768;-863.5242989447117
0.18686868686868696;-878.5236619276982
0.19696969696969702;-883.9318692041253
0.20707070707070718;-921.1947015609214
0.21717171717171724;-944.9642144136031
0.2272727272727273;-931.9624613383575
0.23737373737373746;-987.8728665671769
0.24747474747474751;-971.5661749051085
0.2575757575757577;-966.5087312162374
0.26767676767676774;-970.3327817853815
0.2777777777777778;-998.1162586042495
0.28787878787878796;-1003.7569106682517
0.297979797979798;-995.3374417217863
0.3080808080808082;-992.1636080239005
0.31818181818181823;-984.3064441728085
0.3282828282828284;-992.3798199055142
0.33838383838383845;-984.4830381461311
0.3484848484848485;-993.0621889555131
0.3585858585858587;-1012.1990492019473
0.36868686868686873;-987.0944467721198
0.3787878787878789;-1002.1323368510142
0.38888888888888895;-994.7020249655781
0.3989898989898991;-984.6101293255351
0.40909090909090917;-962.1721641472329
0.4191919191919192;-954.4745336919494
0.4292929292929294;-979.1411135102011
0.43939393939393945;-979.2446302356335
0.4494949494949496;-996.9317612108058
0.45959595959595967;-976.2424490530855
0.4696969696969697;-962.8036484846037
0.4797979797979799;-919.6058059495894
0.48989898989898994;-952.0458622302749
0.5;-917.5972660203279
