LSR;FX
-0.5;-5442.203518458851
-0.4898989898989899;-5510.173179890627
-0.4797979797979798;-5528.0849303986315
-0.4696969696969697;-5525.874073491244
-0.4595959595959596;-5562.374821891037
-0.4494949494949495;-5547.232821201229
-0.4393939393939394;-5593.271739799639
-0.4292929292929293;-5635.220329591264
-0.41919191919191917;-5669.494331542096
-0.40909090909090906;-5644.770225287473
-0.398989898989899;-5613.275408047438
-0.3888888888888889;-5578.954579492299
-0.3787878787878788;-5652.152802449536
-0.3686868686868687;-5596.226334096098
-0.35858585858585856;-5712.749053249868
-0.3484848484848485;-5658.859824915935
-0.33838383838383834;-5508.552941539967
-0.3282828282828283;-5693.776109545503
-0.3181818181818182;-5805.864565496893
-0.30808080808080807;-5759.742306356703
-0.29797979797979796;-5721.404021609416
-0.28787878787878785;-5778.46252019711
-0.2777777777777778;-5748.227302498101
-0.2676767676767676;-5690.532565707532
-0.25757575757575757;-5680.505711851339
-0.24747474747474746;-5864.114481900456
-0.23737373737373735;-5768.5282723514365
-0.22727272727272724;-5667.057914635744
-0.21717171717171713;-5762.0385478407115
-0.20707070707070707;-5714.162803431167
-0.19696969696969696;-5753.97835798307
-0.18686868686868685;-5804.308936824023
-0.17676767676767674;-5662.175218766181
-0.16666666666666663;-5640.046422951128
-0.15656565656565652;-5543.277725205083
-0.1464646464646464;-5504.367511480731
-0.13636363636363635;-5484.864178488069
-0.12626262626262624;-5313.236923603235
-0.11616161616161613;-5230.248792954602
-0.10606060606060602;-5175.487361032889
-0.09595959595959591;-4957.194744259457
-0.0858585858585858;-4739.107757195805
-0.07575757575757575;-4459.0647977358885
-0.06565656565656564;-4117.883955257524
-0.055555555555555525;-3787.0432457957127
-0.045454545454545414;-3430.264552181213
-0.035353535353535304;-2899.1720749860247
-0.025252525252525193;-2217.6956847664883
-0.015151515151515138;-1284.2241203994172
-0.0050505050505050275;-341.41396383158434
0.005050505050505083;612.0797739932925
0.015151515151515249;1457.3255096352195
0.025252525252525304;2303.6834984265856
0.03535353535353536;2993.9057260645595
0.045454545454545525;3492.181506903809
0.05555555555555558;3886.820968855152
0.06565656565656575;4193.58723412811
0.0757575757575758;4506.265596722888
0.08585858585858586;4738.666412107509
0.09595959595959602;4907.952548470652
0.10606060606060608;5150.2049691876355
0.11616161616161624;5265.437847092224
0.1262626262626263;5341.701095942233
0.13636363636363646;5452.237300600515
0.14646464646464652;5579.544795863101
0.15656565656565657;5500.489378188602
0.16666666666666674;5688.778885917915
0.1767676767676768;5700.123253804579
0.18686868686868696;5710.598141573595
0.19696969696969702;5754.892065434414
0.20707070707070718;5658.497653130185
0.21717171717171724;5761.81634789493
0.2272727272727273;5759.277079385768
0.23737373737373746;5691.571109349138
0.24747474747474751;5817.25755269191
0.2575757575757577;5782.606065874995
0.26767676767676774;5702.891464625201
0.2777777777777778;5764.563363469858
0.28787878787878796;5726.190920494269
0.297979797979798;5666.0091260597665
0.3080808080808082;5694.7296579768245
0.31818181818181823;5737.427400350337
0.3282828282828284;5663.602391123635
0.33838383838383845;5609.79400639278
0.3484848484848485;5719.847964014388
0.3585858585858587;5663.269152042099
0.36868686868686873;5649.26929357671
0.3787878787878789;5668.441120359874
0.38888888888888895;5594.549604210568
0.3989898989898991;5669.691928632634
0.40909090909090917;5589.609494077789
0.4191919191919192;5592.047776235669
0.4292929292929294;5622.1516549777325
0.43939393939393945;5640.602205519623
0.4494949494949496;5586.78658141048
0.45959595959595967;5501.25810618639
0.4696969696969697;5496.722230857914
0.4797979797979799;5464.836748482624
0.48989898989898994;5515.0298987338765
0.5;5355.619822036094
