LSR;FX
-0.5;-4307.0058009035565
-0.4898989898989899;-4291.112027967954
-0.4797979797979798;-4302.246695399168
-0.4696969696969697;-4314.973023906602
-0.4595959595959596;-4345.809866582383
-0.4494949494949495;-4361.671510269559
-0.4393939393939394;-4330.414657794052
-0.4292929292929293;-4360.709350545174
-0.41919191919191917;-4375.606775210149
-0.40909090909090906;-4372.3856995740925
-0.398989898989899;-4458.030183453788
-0.3888888888888889;-4430.802628026721
-0.3787878787878788;-4486.1731732641765
-0.3686868686868687;-4486.870151027419
-0.35858585858585856;-4452.414471892282
-0.3484848484848485;-4526.617405760244
-0.33838383838383834;-4551.322725370736
-0.3282828282828283;-4558.301393836726
-0.3181818181818182;-4595.356213303495
-0.30808080808080807;-4602.731654879852
-0.29797979797979796;-4632.035456000325
-0.28787878787878785;-4639.077541645231
-0.2777777777777778;-4647.088990706174
-0.2676767676767676;-4669.7748918987145
-0.25757575757575757;-4739.126760640114
-0.24747474747474746;-4725.52631519263
-0.23737373737373735;-4819.230949691122
-0.22727272727272724;-4785.742521887627
-0.21717171717171713;-4800.197271551442
-0.20707070707070707;-4895.790979258704
-0.19696969696969696;-4897.196517529199
-0.18686868686868685;-4926.692551825009
-0.17676767676767674;-4909.017556170737
-0.16666666666666663;-4908.179901925345
-0.15656565656565652;-5013.912405986117
-0.1464646464646464;-4977.549260135942
-0.13636363636363635;-5014.569905675607
-0.12626262626262624;-5008.462767037463
-0.11616161616161613;-4990.502919465906
-0.10606060606060602;-4938.452754041119
-0.09595959595959591;-4866.3599303703995
-0.0858585858585858;-4776.398618334358
-0.07575757575757575;-4616.318790372319
-0.06565656565656564;-4400.251057427605
-0.055555555555555525;-4081.4433454221744
-0.045454545454545414;-3682.0254987173867
-0.035353535353535304;-3060.4578134713934
-0.025252525252525193;-2294.7870746757476
-0.015151515151515138;-1453.4479053209564
-0.0050505050505050275;-517.1282822987324
0.005050505050505083;532.7093917265496
0.015151515151515249;1507.8760015011771
0.025252525252525304;2305.1489422078475
0.03535353535353536;3082.5151882027853
0.045454545454545525;3615.91996652068
0.05555555555555558;4095.227424998478
0.06565656565656575;4402.656084404271
0.0757575757575758;4602.585777055639
0.08585858585858586;4835.158646975156
0.09595959595959602;4857.144735503975
0.10606060606060608;4962.2804752118045
0.11616161616161624;4954.534924332907
0.1262626262626263;4989.86810422879
0.13636363636363646;4969.7130342444
0.14646464646464652;4945.335827346918
0.15656565656565657;4959.162618237582
0.16666666666666674;4966.604634562494
0.1767676767676768;4963.854387979833
0.18686868686868696;4889.600390573307
0.19696969696969702;4878.2228351156355
0.20707070707070718;4842.193301557578
0.21717171717171724;4797.152719213664
0.2272727272727273;4779.99515975186
0.23737373737373746;4806.811084995543
0.24747474747474751;4742.266846192745
0.2575757575757577;4753.661005529234
0.26767676767676774;4712.7831310504835
0.2777777777777778;4628.311128376491
0.28787878787878796;4611.035835768692
0.297979797979798;4563.949206923993
0.3080808080808082;4604.607969361874
0.31818181818181823;4558.8425480567785
0.3282828282828284;4600.574876633544
0.33838383838383845;4524.0659699145735
0.3484848484848485;4527.8963885365365
0.3585858585858587;4499.474853119399
0.36868686868686873;4478.573285951804
0.3787878787878789;4465.815398461211
0.38888888888888895;4477.557351995781
0.3989898989898991;4414.8292006989695
0.40909090909090917;4370.325410203903
0.4191919191919192;4421.464576219036
0.4292929292929294;4332.5328014628885
0.43939393939393945;4340.916406668412
0.4494949494949496;4335.2954559413965
0.45959595959595967;4326.66571782819
0.4696969696969697;4313.139632093856
0.4797979797979799;4278.056243060191
0.48989898989898994;4275.480284533838
0.5;4275.015318089868
