LSR;FX
-0.5;-5628.009586196904
-0.4898989898989899;-5566.269921081504
-0.4797979797979798;-5623.9760239317775
-0.4696969696969697;-5647.837034707558
-0.4595959595959596;-5645.053979417987
-0.4494949494949495;-5640.935260724517
-0.4393939393939394;-5727.406051543417
-0.4292929292929293;-5741.409801028951
-0.41919191919191917;-5741.9549942673
-0.40909090909090906;-5766.324938394678
-0.398989898989899;-5812.495260180019
-0.3888888888888889;-5820.405307905295
-0.3787878787878788;-5796.851127983504
-0.3686868686868687;-5861.488133069539
-0.35858585858585856;-5889.5619117262095
-0.3484848484848485;-5906.2420507912275
-0.33838383838383834;-5937.3463931651495
-0.3282828282828283;-5972.7451155807385
-0.3181818181818182;-5977.357262323261
-0.30808080808080807;-6004.853229976726
-0.29797979797979796;-6039.768701151898
-0.28787878787878785;-6083.623740011425
-0.2777777777777778;-6102.443858978376
-0.2676767676767676;-6108.656877150185
-0.25757575757575757;-6178.61225267053
-0.24747474747474746;-6143.426768522741
-0.23737373737373735;-6189.52116903248
-0.22727272727272724;-6270.148225201355
-0.21717171717171713;-6286.547825974758
-0.20707070707070707;-6296.558541035992
-0.19696969696969696;-6359.679104627975
-0.18686868686868685;-6373.323648865482
-0.17676767676767674;-6372.2806725129685
-0.16666666666666663;-6383.502914708539
-0.15656565656565652;-6399.910972778444
-0.1464646464646464;-6466.396162325016
-0.13636363636363635;-6423.456012814143
-0.12626262626262624;-6481.807939642157
-0.11616161616161613;-6449.390957427718
-0.10606060606060602;-6477.759776534768
-0.09595959595959591;-6317.976728408849
-0.0858585858585858;-6253.628460785008
-0.07575757575757575;-6083.021963686407
-0.06565656565656564;-5829.1009348452435
-0.055555555555555525;-5481.599206438839
-0.045454545454545414;-4988.990115711905
-0.035353535353535304;-4247.6462125214075
-0.025252525252525193;-3252.75017091788
-0.015151515151515138;-2057.1075236510683
-0.0050505050505050275;-623.6972844161486
0.005050505050505083;880.9323936718788
0.015151515151515249;2289.992670705706
0.025252525252525304;3492.5610321066383
0.03535353535353536;4409.907848328615
0.045454545454545525;5129.472605363591
0.05555555555555558;5555.972255121476
0.06565656565656575;5927.325548465153
0.0757575757575758;6084.528739127176
0.08585858585858586;6275.441186709725
0.09595959595959602;6370.692373291207
0.10606060606060608;6389.709436710021
0.11616161616161624;6442.398060168216
0.1262626262626263;6471.895630298479
0.13636363636363646;6442.088871548758
0.14646464646464652;6460.684289801598
0.15656565656565657;6408.073214646755
0.16666666666666674;6405.405747518218
0.1767676767676768;6367.917837198967
0.18686868686868696;6347.601614130502
0.19696969696969702;6337.014963466634
0.20707070707070718;6331.567515419332
0.21717171717171724;6221.372982692724
0.2272727272727273;6214.401437373957
0.23737373737373746;6186.828930890173
0.24747474747474751;6146.583589636008
0.2575757575757577;6130.021781773933
0.26767676767676774;6111.764047777193
0.2777777777777778;6105.649574834093
0.28787878787878796;6052.874158693268
0.297979797979798;6035.235302227384
0.3080808080808082;5988.879441953769
0.31818181818181823;6013.879815248948
0.3282828282828284;6004.239714646052
0.33838383838383845;5913.649046654087
0.3484848484848485;5869.311581850931
0.3585858585858587;5906.642386112977
0.36868686868686873;5884.137886731615
0.3787878787878789;5828.789091120745
0.38888888888888895;5804.649989551554
0.3989898989898991;5825.107500341973
0.40909090909090917;5793.3247013000255
0.4191919191919192;5772.371334316203
0.4292929292929294;5716.743360072972
0.43939393939393945;5691.4165035557935
0.4494949494949496;5693.086771453731
0.45959595959595967;5698.704316658686
0.4696969696969697;5652.301281482642
0.4797979797979799;5668.798438911676
0.48989898989898994;5577.313972355882
0.5;5610.894400143876
