SA;MZ
-0.2;17.891494713771174
-0.19595959595959597;17.883630260055682
-0.19191919191919193;18.70055363071698
-0.1878787878787879;18.577635673081524
-0.18383838383838386;19.625156962340355
-0.17979797979797982;19.395443603146976
-0.17575757575757578;20.614882413934293
-0.1717171717171717;20.906706253203506
-0.1676767676767677;22.01570879839503
-0.16363636363636364;22.20281076767906
-0.15959595959595962;22.68393723882091
-0.15555555555555556;22.098864640348328
-0.15151515151515152;23.80631633190547
-0.14747474747474748;24.104286362772964
-0.14343434343434344;24.225156802168275
-0.1393939393939394;25.4844490488729
-0.13535353535353536;25.489432405485545
-0.13131313131313133;26.086100352890014
-0.1272727272727273;27.927645978299996
-0.12323232323232325;27.64801230326526
-0.11919191919191921;27.515019559824104
-0.11515151515151516;28.38098903208046
-0.11111111111111112;28.257368084728174
-0.10707070707070708;28.42167499339573
-0.10303030303030304;28.83510142168761
-0.098989898989899;29.60359083755433
-0.09494949494949496;30.354719355771564
-0.09090909090909093;30.212706819651753
-0.08686868686868687;29.947073875539697
-0.08282828282828283;30.345933310086387
-0.0787878787878788;30.435759831284447
-0.07474747474747476;30.646793393038475
-0.07070707070707072;29.228234884730675
-0.06666666666666668;29.291320785682597
-0.06262626262626264;29.250029353594723
-0.0585858585858586;28.677397860399285
-0.054545454545454564;27.6095026868889
-0.050505050505050525;26.73529668744101
-0.046464646464646486;24.68371928326454
-0.04242424242424245;25.475258068579993
-0.03838383838383841;24.490469017493773
-0.03434343434343434;22.796510078595407
-0.030303030303030304;22.827061667729428
-0.026262626262626265;21.2287724309702
-0.022222222222222227;20.648297171046053
-0.018181818181818188;19.41009784163967
-0.01414141414141415;17.379677993742938
-0.01010101010101011;17.51209546549803
-0.006060606060606072;16.943473309733335
-0.002020202020202033;16.071517050989584
0.0020202020202020055;16.05680777647195
0.006060606060606044;14.846092028703609
0.010101010101010083;14.365550087865811
0.014141414141414121;13.464457308588194
0.01818181818181816;12.493426817081273
0.0222222222222222;11.739452644817227
0.026262626262626265;9.928761151914088
0.030303030303030304;8.315756946614524
0.03434343434343434;6.5782296983654565
0.03838383838383838;5.9472134846286515
0.04242424242424242;4.007504454063828
0.04646464646464646;2.2253070708617346
0.0505050505050505;2.1334517673338516
0.05454545454545451;-0.1404147248874703
0.058585858585858575;-1.4690275235110304
0.06262626262626264;-2.5824341518352405
0.06666666666666665;-3.344612642606926
0.07070707070707072;-3.7709590598343157
0.07474747474747473;-4.189290012452909
0.0787878787878788;-5.894144127693437
0.0828282828282828;-6.4129846614012305
0.08686868686868687;-6.770371937013371
0.09090909090909088;-6.83365313424376
0.09494949494949495;-6.696211083245333
0.09898989898989896;-8.54567263670588
0.10303030303030303;-7.702811685296412
0.10707070707070704;-8.043580137344096
0.1111111111111111;-8.851432768954634
0.11515151515151512;-9.10266465032347
0.11919191919191918;-8.526934498973961
0.1232323232323232;-9.260859173539828
0.12727272727272726;-9.093093132584627
0.13131313131313133;-9.341974792029173
0.13535353535353534;-9.540312051332045
0.1393939393939394;-9.127000672038427
0.14343434343434341;-8.350861102056404
0.14747474747474748;-8.436452939350122
0.1515151515151515;-8.906170871669826
0.15555555555555556;-8.540735500604153
0.15959595959595957;-8.879257065571608
0.16363636363636364;-8.227942851528942
0.16767676767676765;-7.5953933882297795
0.1717171717171717;-7.888892356842755
0.17575757575757572;-7.694937604437903
0.1797979797979798;-7.3063033894938245
0.1838383838383838;-8.0840546938441
0.18787878787878787;-8.036606986529947
0.19191919191919193;-7.233275573035928
0.19595959595959594;-6.425193963077316
0.2;-6.644465833067488
