SA;FY
-0.5;3032.803221998286
-0.4898989898989899;3041.3153988279123
-0.4797979797979798;3035.555512228806
-0.4696969696969697;3036.5394055590305
-0.4595959595959596;3035.6236304091176
-0.4494949494949495;3029.482241036308
-0.4393939393939394;3037.1451932584937
-0.4292929292929293;3080.8332847344145
-0.41919191919191917;3054.5531500102747
-0.40909090909090906;3042.509484399923
-0.398989898989899;3030.9548000441787
-0.3888888888888889;3059.9674231741933
-0.3787878787878788;3007.5993201381943
-0.3686868686868687;3056.5960448794235
-0.35858585858585856;3026.2240865990775
-0.3484848484848485;2980.5068230822376
-0.33838383838383834;2972.1251671220944
-0.3282828282828283;2966.0248480404402
-0.3181818181818182;2956.0707393237644
-0.30808080808080807;2973.787592684566
-0.29797979797979796;2916.5588372947177
-0.28787878787878785;2879.349835777972
-0.2777777777777778;2854.057043787305
-0.2676767676767676;2741.442842921436
-0.25757575757575757;2727.134475235188
-0.24747474747474746;2687.566223022668
-0.23737373737373735;2656.5438977502076
-0.22727272727272724;2575.7874010122796
-0.21717171717171713;2536.3579779509405
-0.20707070707070707;2442.979300202149
-0.19696969696969696;2359.3422226887287
-0.18686868686868685;2262.0781575859673
-0.17676767676767674;2187.9683452690356
-0.16666666666666663;2088.8359760310345
-0.15656565656565652;2004.4634689992288
-0.1464646464646464;1914.8353146322293
-0.13636363636363635;1778.9147839061554
-0.12626262626262624;1684.0414879476632
-0.11616161616161613;1556.1761243577482
-0.10606060606060602;1452.5260248894604
-0.09595959595959591;1355.4501696563436
-0.0858585858585858;1216.679040971335
-0.07575757575757575;1086.9686659074011
-0.06565656565656564;918.2218423988639
-0.055555555555555525;770.6993217781842
-0.045454545454545414;665.5834720536311
-0.035353535353535304;486.97495825173513
-0.025252525252525193;369.34310253927083
-0.015151515151515138;226.42278704387326
-0.0050505050505050275;91.33436761841908
0.005050505050505083;-69.95673236573887
0.015151515151515249;-185.76745786181615
0.025252525252525304;-300.8892324579199
0.03535353535353536;-436.41563323442824
0.045454545454545525;-580.7375409887879
0.05555555555555558;-711.9001585384959
0.06565656565656575;-812.6787353018343
0.0757575757575758;-1005.3133841962151
0.08585858585858586;-1088.5791279594544
0.09595959595959602;-1246.913349387447
0.10606060606060608;-1353.4035978931818
0.11616161616161624;-1479.6927999625518
0.1262626262626263;-1598.251527823626
0.13636363636363646;-1701.2091532329955
0.14646464646464652;-1798.2784077474103
0.15656565656565657;-1892.8961681071266
0.16666666666666674;-2042.2610822151278
0.1767676767676768;-2111.5646752527314
0.18686868686868696;-2222.4100925979956
0.19696969696969702;-2298.5164115446423
0.20707070707070718;-2338.8918220515548
0.21717171717171724;-2407.322567523609
0.2272727272727273;-2498.139103599314
0.23737373737373746;-2531.9929836984666
0.24747474747474751;-2585.7921188804726
0.2575757575757577;-2638.133899750571
0.26767676767676774;-2665.387358240268
0.2777777777777778;-2731.231167337476
0.28787878787878796;-2796.682155551278
0.297979797979798;-2785.5416728913656
0.3080808080808082;-2781.0294010818893
0.31818181818181823;-2825.8814137596614
0.3282828282828284;-2836.988277098772
0.33838383838383845;-2857.668560297184
0.3484848484848485;-2930.4500235083765
0.3585858585858587;-2905.5277485941574
0.36868686868686873;-2874.4947164374375
0.3787878787878789;-2923.422535958105
0.38888888888888895;-2926.1911267449495
0.3989898989898991;-2926.7375833960596
0.40909090909090917;-2919.0968731754583
0.4191919191919192;-2937.0173543915544
0.4292929292929294;-2903.882508097492
0.43939393939393945;-2985.9763887424297
0.4494949494949496;-2932.782132310774
0.45959595959595967;-2929.04122488018
0.4696969696969697;-2972.156139348473
0.4797979797979799;-2967.7068841527766
0.48989898989898994;-2921.718050127538
0.5;-2898.4232754742734
