SA;FY
-0.2;3502.4036943195965
-0.19595959595959597;3518.537001466315
-0.19191919191919193;3446.1979062985256
-0.1878787878787879;3568.898177442407
-0.18383838383838386;3451.220202141034
-0.17979797979797982;3469.63280486966
-0.17575757575757578;3489.662498827856
-0.1717171717171717;3534.647193866246
-0.1676767676767677;3496.4704898716136
-0.16363636363636364;3498.897192657135
-0.15959595959595962;3403.973936424558
-0.15555555555555556;3422.839036911708
-0.15151515151515152;3478.493230185767
-0.14747474747474748;3423.7404672903967
-0.14343434343434344;3386.078844062596
-0.1393939393939394;3318.5860187999015
-0.13535353535353536;3408.726257306514
-0.13131313131313133;3263.540508252284
-0.1272727272727273;3221.326319238757
-0.12323232323232325;3200.913020378259
-0.11919191919191921;3283.1797242758385
-0.11515151515151516;3299.145786816299
-0.11111111111111112;3185.5971714657044
-0.10707070707070708;3109.877040654929
-0.10303030303030304;3029.2089448686534
-0.098989898989899;3032.6228557143395
-0.09494949494949496;2930.9643354173945
-0.09090909090909093;2833.921150474617
-0.08686868686868687;2879.5718976879502
-0.08282828282828283;2661.4451391358007
-0.0787878787878788;2742.605178034687
-0.07474747474747476;2524.508038528766
-0.07070707070707072;2557.729263396674
-0.06666666666666668;2309.894640215646
-0.06262626262626264;2321.2179896750836
-0.0585858585858586;2192.090893204614
-0.054545454545454564;1926.3749016649062
-0.050505050505050525;1819.583330808428
-0.046464646464646486;1797.617863969893
-0.04242424242424245;1534.9315441805727
-0.03838383838383841;1454.453254582333
-0.03434343434343434;1403.9520898597584
-0.030303030303030304;1090.0940085069897
-0.026262626262626265;971.9487998599844
-0.022222222222222227;857.5146022276425
-0.018181818181818188;685.3365868589697
-0.01414141414141415;617.3859867030958
-0.01010101010101011;361.9220641928124
-0.006060606060606072;190.65056104304816
-0.002020202020202033;139.95466487197035
0.0020202020202020055;92.84236449225497
0.006060606060606044;-171.8848267589982
0.010101010101010083;-305.3633736892989
0.014141414141414121;-356.71383096689794
0.01818181818181816;-584.3290824698458
0.0222222222222222;-722.6749113567446
0.026262626262626265;-916.353582739522
0.030303030303030304;-952.6535483353285
0.03434343434343434;-1266.3382485641825
0.03838383838383838;-1415.8728556524868
0.04242424242424242;-1511.2548168512928
0.04646464646464646;-1705.974507298449
0.0505050505050505;-1740.505795091622
0.05454545454545451;-1974.1383371900433
0.058585858585858575;-2056.110791550125
0.06262626262626264;-2235.4796337778585
0.06666666666666665;-2258.1686067199357
0.07070707070707072;-2324.370272881466
0.07474747474747473;-2485.044943368057
0.0787878787878788;-2634.852227140587
0.0828282828282828;-2670.1923959030655
0.08686868686868687;-2784.876982894958
0.09090909090909088;-2834.827035114014
0.09494949494949495;-2983.1672801483446
0.09898989898989896;-2879.2941390552787
0.10303030303030303;-3013.5104098636175
0.10707070707070704;-3050.6201380793727
0.1111111111111111;-3111.3441800191677
0.11515151515151512;-3198.685719978317
0.11919191919191918;-3174.1672788987553
0.1232323232323232;-3224.9496243263748
0.12727272727272726;-3280.9230387235916
0.13131313131313133;-3403.0141030042073
0.13535353535353534;-3350.5486727349708
0.1393939393939394;-3428.4640104893533
0.14343434343434341;-3471.3771851232295
0.14747474747474748;-3438.1417144446427
0.1515151515151515;-3538.004194816074
0.15555555555555556;-3426.4738678930607
0.15959595959595957;-3491.19026569205
0.16363636363636364;-3544.2940682257545
0.16767676767676765;-3451.6244770611297
0.1717171717171717;-3416.2189685332655
0.17575757575757572;-3583.849058792473
0.1797979797979798;-3606.647257868874
0.1838383838383838;-3455.85139403046
0.18787878787878787;-3486.1787998338905
0.19191919191919193;-3610.726118443856
0.19595959595959594;-3575.581450661725
0.2;-3554.3046476786144
