SA;FY
-0.2;3796.24232575079
-0.19595959595959597;3723.513275845888
-0.19191919191919193;3781.6873819144803
-0.1878787878787879;3770.9144407951044
-0.18383838383838386;3820.3428966196843
-0.17979797979797982;3703.726845946334
-0.17575757575757578;3740.2839058802588
-0.1717171717171717;3776.324851799136
-0.1676767676767677;3713.8585773600535
-0.16363636363636364;3640.779331901047
-0.15959595959595962;3732.2796204829283
-0.15555555555555556;3690.0589150836076
-0.15151515151515152;3604.2844193900287
-0.14747474747474748;3636.219370188366
-0.14343434343434344;3482.8181245729274
-0.1393939393939394;3491.491228203356
-0.13535353535353536;3491.622532375164
-0.13131313131313133;3488.6854480495003
-0.1272727272727273;3351.4063549470866
-0.12323232323232325;3380.4733851594083
-0.11919191919191921;3308.777139364612
-0.11515151515151516;3178.616628723872
-0.11111111111111112;3226.078129695791
-0.10707070707070708;3233.74038461045
-0.10303030303030304;3080.076633248223
-0.098989898989899;3035.9697542380586
-0.09494949494949496;2989.999066104948
-0.09090909090909093;2870.2868732121574
-0.08686868686868687;2761.228870879237
-0.08282828282828283;2694.25870775583
-0.0787878787878788;2551.4306343733356
-0.07474747474747476;2585.190314535228
-0.07070707070707072;2425.745111020889
-0.06666666666666668;2322.560693603482
-0.06262626262626264;2204.8861861817463
-0.0585858585858586;2136.4010613547875
-0.054545454545454564;1965.518667373779
-0.050505050505050525;1743.3329253812772
-0.046464646464646486;1786.4361461281353
-0.04242424242424245;1541.8297945610982
-0.03838383838383841;1467.386708334369
-0.03434343434343434;1248.40132739744
-0.030303030303030304;1144.2465585088078
-0.026262626262626265;983.6623816844747
-0.022222222222222227;863.5191171665136
-0.018181818181818188;828.9998295403127
-0.01414141414141415;680.1434381396774
-0.01010101010101011;405.40382756546205
-0.006060606060606072;388.03871745473367
-0.002020202020202033;205.61264389579313
0.0020202020202020055;117.72354637166684
0.006060606060606044;-82.44606126876603
0.010101010101010083;-241.5847102448282
0.014141414141414121;-389.751713278178
0.01818181818181816;-559.2668778395953
0.0222222222222222;-755.7949522313447
0.026262626262626265;-939.7060984525853
0.030303030303030304;-1099.0054856830404
0.03434343434343434;-1153.7585217632027
0.03838383838383838;-1334.9155852721394
0.04242424242424242;-1513.3425257319843
0.04646464646464646;-1700.631764397037
0.0505050505050505;-1827.0560503677032
0.05454545454545451;-1956.7553177063162
0.058585858585858575;-2077.8464472416995
0.06262626262626264;-2238.5188801381164
0.06666666666666665;-2338.618336510208
0.07070707070707072;-2474.015246194158
0.07474747474747473;-2614.673675377527
0.0787878787878788;-2772.4684293012047
0.0828282828282828;-2707.820378633739
0.08686868686868687;-2903.737679440612
0.09090909090909088;-2950.064280919154
0.09494949494949495;-3079.4734066036526
0.09898989898989896;-3043.7546318990962
0.10303030303030303;-3258.6474882813854
0.10707070707070704;-3263.7620270196703
0.1111111111111111;-3292.871392064874
0.11515151515151512;-3409.9859380411967
0.11919191919191918;-3448.683801527874
0.1232323232323232;-3491.014036339156
0.12727272727272726;-3522.955814711432
0.13131313131313133;-3486.4167957403915
0.13535353535353534;-3614.405042450838
0.1393939393939394;-3570.350100801135
0.14343434343434341;-3689.0133417765564
0.14747474747474748;-3704.8074952533334
0.1515151515151515;-3649.946140242398
0.15555555555555556;-3692.7016197624357
0.15959595959595957;-3730.636847916656
0.16363636363636364;-3731.221635972693
0.16767676767676765;-3838.627310729364
0.1717171717171717;-3771.1949221755694
0.17575757575757572;-3831.2238862562076
0.1797979797979798;-3747.811996692487
0.1838383838383838;-3753.933371924825
0.18787878787878787;-3767.9237870873567
0.19191919191919193;-3769.700454295495
0.19595959595959594;-3884.454024050167
0.2;-3730.3687676212767
