SA;FY
-0.5;3005.434396056207
-0.4898989898989899;3013.9986749254026
-0.4797979797979798;3008.292949873191
-0.4696969696969697;3009.3331858385764
-0.4595959595959596;3008.4760654842394
-0.4494949494949495;3002.3957845436794
-0.4393939393939394;3010.122451730849
-0.4292929292929293;3053.8770301517834
-0.41919191919191917;3027.6663336130227
-0.40909090909090906;3015.6952519105666
-0.398989898989899;3004.216508463659
-0.3888888888888889;3033.308659339416
-0.3787878787878788;2981.0239212513884
-0.3686868686868687;3030.10812124644
-0.35858585858585856;2999.82804684332
-0.3484848484848485;2954.2074021335584
-0.33838383838383834;2945.927457315616
-0.3282828282828283;2939.93433369851
-0.3181818181818182;2930.0933352344077
-0.30808080808080807;2947.929686930428
-0.29797979797979796;2890.827338925247
-0.28787878787878785;2853.752227850702
-0.2777777777777778;2828.6014423254674
-0.2676767676767676;2716.1380623356126
-0.25757575757575757;2701.9901007221233
-0.24747474747474746;2662.5926903636023
-0.23737373737373735;2631.7525807524435
-0.22727272727272724;2551.190706524257
-0.21717171717171713;2511.969447863636
-0.20707070707070707;2418.813719026751
-0.19696969696969696;2335.4157280248687
-0.18686868686868685;2238.4083488541555
-0.17676767676767674;2164.5743831740924
-0.16666666666666663;2065.738660930661
-0.15656565656565652;1981.6852801063706
-0.1464646464646464;1892.400383050293
-0.13636363636363635;1756.8487600139222
-0.12626262626262624;1662.3712467447258
-0.11616161616161613;1534.9292305428962
-0.10606060606060602;1431.7298533364299
-0.09595959595959591;1335.1305499739547
-0.0858585858585858;1196.85827578207
-0.07575757575757575;1067.6627792730235
-0.06565656565656564;899.4369780233417
-0.055555555555555525;752.4273723327871
-0.045454545454545414;647.7973200218917
-0.035353535353535304;469.62414059267843
-0.025252525252525193;352.3511641987707
-0.015151515151515138;209.68779751100055
-0.0050505050505050275;74.73369712945843
0.005050505050505083;-86.55740285469953
0.015151515151515249;-202.50244739468883
0.025252525252525304;-317.88117079842004
0.03535353535353536;-453.76645089348494
0.045454545454545525;-598.5236930205274
0.05555555555555558;-730.172107983893
0.06565656565656575;-831.4635996773566
0.0757575757575758;-1024.619270830593
0.08585858585858586;-1108.3998931487195
0.09595959595959602;-1267.232969069836
0.10606060606060608;-1374.1997694462123
0.11616161616161624;-1500.9396937774038
0.1262626262626263;-1619.9217690265634
0.13636363636363646;-1723.2751771252288
0.14646464646464652;-1820.7133393293466
0.15656565656565657;-1915.6743569999849
0.16666666666666674;-2065.3583973155014
0.1767676767676768;-2134.9586373476745
0.18686868686868696;-2246.0799013298074
0.19696969696969702;-2322.442906208503
0.20707070707070718;-2363.0574032269524
0.21717171717171724;-2431.7110976109134
0.2272727272727273;-2522.735798087336
0.23737373737373746;-2556.7843006962307
0.24747474747474751;-2610.7656515395383
0.2575757575757577;-2663.2782742636355
0.26767676767676774;-2690.692138826091
0.2777777777777778;-2756.6867687993135
0.28787878787878796;-2822.279763478548
0.297979797979798;-2811.273171260836
0.3080808080808082;-2806.887306836027
0.31818181818181823;-2851.858817849018
0.3282828282828284;-2863.0787914407024
0.33838383838383845;-2883.8662701036624
0.3484848484848485;-2956.7494444570557
0.3585858585858587;-2931.923788349915
0.36868686868686873;-2900.982640070421
0.3787878787878789;-2949.997934844911
0.38888888888888895;-2952.849890579727
0.3989898989898991;-2953.4758749765792
0.40909090909090917;-2945.911105664815
0.4191919191919192;-2963.9041707888064
0.4292929292929294;-2930.838762680123
0.43939393939393945;-3012.999130270074
0.4494949494949496;-2959.868588803403
0.45959595959595967;-2956.188789805058
0.4696969696969697;-2999.362359068927
0.4797979797979799;-2994.9694465083917
0.48989898989898994;-2949.0347740300476
0.5;-2925.7921014163526
